,count(p.gender),FemaleCount,MaleCount,OtherCount,title,year,Female+Male
0,8,3,5,0,Alam Ara,1931,8
1,13,5,8,0,Achhut Kanya,1936,
2,20,11,9,0,Devdas,1936,
3,10,3,7,0,Sant Tukaram,1936,
4,44,17,27,0,The Little Princess,1939,
5,53,7,46,0,Footsteps in the Dark,1941,
6,13,3,10,0,Kismet,1943,
7,10,3,7,0,Dr. Kotnis Ki Amar Kahani,1946,
8,8,3,5,0,Neecha Nagar,1946,
9,8,5,3,0,Jugnu,1947,
10,11,6,5,0,Neel Kamal,1947,
11,13,5,8,0,Aag,1948,
12,13,3,10,0,Mela,1948,
13,6,2,4,0,Shaheed,1948,
14,11,4,7,0,Andaz,1949,
15,12,5,7,0,Barsaat,1949,
16,17,6,11,0,Mahal,1949,
17,10,6,4,0,Jogan,1950,
18,30,7,23,0,The 20 Questions Murder Mystery,1950,
19,11,5,6,0,Albela,1951,
20,17,8,9,0,Awaara,1951,
21,12,3,9,0,Baazi,1951,
22,14,6,8,0,Deedar,1951,
23,10,3,7,0,Tarana,1951,
24,104,12,92,0,The Day the Earth Stood Still,1951,
25,11,6,5,0,Aan,1952,
26,18,5,13,0,Anand Math,1952,
27,18,5,13,0,Baiju Bawra,1952,
28,10,4,6,0,Daag,1952,
29,8,3,5,0,Jaal,1952,
30,6,4,2,0,Sangdil,1952,
31,9,4,5,0,Aah,1953,
32,7,4,3,0,Anarkali,1953,
33,14,5,9,0,Baaz,1953,
34,50,16,34,0,Do Bigha Zamin,1953,
35,30,8,22,0,Jhansi Ki Rani,1953,
36,31,12,19,0,Parineeta,1953,
37,12,5,7,0,Patita,1953,
38,53,15,38,0,Thunder in the East,1953,
39,13,6,7,0,Aar-Paar,1954,
40,16,3,13,0,Amar,1954,
41,10,3,7,0,Boot Polish,1954,
42,11,4,7,0,Mirza Ghalib,1954,
43,6,3,3,0,Naukari,1954,
44,15,3,12,0,Taxi Driver,1954,
45,15,6,9,0,Azaad,1955,
46,30,13,17,0,Devdas,1955,
47,13,5,8,0,House No. 44,1955,
48,10,4,6,0,Insaniyat,1955,
49,6,3,3,0,Jhanak Jhanak Payal Baaje,1955,
50,18,9,9,0,Mr. & Mrs. '55,1955,
51,8,3,5,0,Munimji,1955,
52,16,6,10,0,Seema,1955,
53,24,9,15,0,Shree 420,1955,
54,15,6,9,0,C.I.D.,1956,
55,12,5,7,0,Chori Chori,1956,
56,11,4,7,0,Funtoosh,1956,
57,21,3,18,0,Jagriti,1956,
58,30,6,24,0,Jagte Raho,1956,
59,20,5,15,0,New Delhi,1956,
60,24,2,22,0,Ab Dilli Dur Nahin,1957,
61,17,4,13,0,Apradhi Kaun?,1957,
62,14,2,12,0,Do Ankhen Barah Haath,1957,
63,36,13,23,0,Maya Bazaar,1957,
64,18,7,11,0,Mother India,1957,
65,17,8,9,0,Musafir,1957,
66,10,5,5,0,Nau Do Gyarah,1957,
67,24,8,16,0,Naya Daur,1957,
68,13,6,7,0,Pardesi,1957,
69,13,4,9,0,Paying Guest,1957,
70,15,7,8,0,Pyaasa,1957,
71,16,8,8,0,Sharada,1957,
72,12,4,8,0,Tumsa Nahin Dekha,1957,
73,85,22,63,0,Auntie Mame,1958,
74,12,7,5,0,Bhookailas,1958,
75,12,5,7,0,Chalti Ka Naam Gaadi,1958,
76,12,4,8,0,Howrah Bridge,1958,
77,18,5,13,0,Kala Pani,1958,
78,15,1,14,0,Madhumati,1958,
79,9,3,6,0,Phir Subha Hogi,1958,
80,17,6,11,0,Solva Saal,1958,
81,17,9,8,0,Yahudi,1958,
82,18,8,10,0,Anari,1959,
83,20,7,13,0,Dhool Ka Phool,1959,
84,14,4,10,0,Dil Deke Dekho,1959,
85,16,10,6,0,Kaagaz Ke Phool,1959,
86,9,2,7,0,Navrang,1959,
87,22,3,19,0,North West Frontier,1959,
88,15,1,14,0,Anuradha,1960,
89,25,9,16,0,Barsaat Ki Raat,1960,
90,13,7,6,0,Bombai Ka Babu,1960,
91,27,14,13,0,Chaudhvin Ka Chand,1960,
92,5,2,3,0,Chhalia,1960,
93,15,9,6,0,Dil Apna Aur Preet Parai,1960,
94,14,5,9,0,Jaali Note,1960,
95,20,6,14,0,Jis Desh Men Ganga Behti Hai,1960,
96,37,12,25,0,Kala Bazar,1960,
97,8,3,5,0,Kanoon,1960,
98,19,7,12,0,Kohinoor,1960,
99,11,5,6,0,Love in Simla,1960,
100,31,9,22,0,Parakh,1960,
101,19,7,12,0,Sujata,1960,
102,28,8,20,0,Dharmputra,1961,
103,37,10,27,0,Gunga Jumna,1961,
104,15,5,10,0,Hum Dono,1961,
105,10,3,7,0,Jab Pyar Kisise Hota Hai,1961,
106,20,8,12,0,Jhumroo,1961,
107,15,6,9,0,Junglee,1961,
108,21,11,10,0,Kabuliwala,1961,
109,41,13,28,0,Anpadh,1962,
110,19,8,11,0,Asli-Naqli,1962,
111,8,3,5,0,Baat Ek Raat Ki,1962,
112,18,3,15,0,Bees Saal Baad,1962,
113,28,8,20,0,China Town,1962,
114,11,6,5,0,Dil Tera Diwana,1962,
115,20,7,13,0,Half Ticket,1962,
116,13,5,8,0,Hariyali Aur Rasta,1962,
117,20,6,14,0,Naughty Boy,1962,
118,27,14,13,0,Prem Patra,1962,
119,13,7,6,0,Professor,1962,
120,16,5,11,0,Sahib Bibi Aur Ghulam,1962,
121,44,16,28,0,Bandini,1963,
122,5,1,4,0,Bhootnath,1963,
123,11,3,8,0,Bluff Master,1963,
124,10,4,6,0,Dil Ek Mandir,1963,
125,12,6,6,0,Dil Hi To Hai,1963,
126,6,3,3,0,Gumrah,1963,
127,16,8,8,0,Mere Mehboob,1963,
128,42,9,33,0,Mujhe Jeene Do,1963,
129,13,6,7,0,Phir Wohi Dil Laya Hoon,1963,
130,16,8,8,0,Tere Ghar Ke Samne,1963,
131,11,6,5,0,Ayee Milan Ki Bela,1964,
132,17,8,9,0,Chitralekha,1964,
133,11,4,7,0,Dosti,1964,
134,11,4,7,0,Dulha Dulhan,1964,
135,13,4,9,0,Geet Gaaya Pattharon Ne,1964,
136,32,8,24,0,Haqeeqat,1964,
137,20,9,11,0,Kashmir Ki Kali,1964,
138,10,3,7,0,Kohraa,1964,
139,37,7,30,0,Leader,1964,
140,14,5,9,0,Mr. X in Bombay,1964,
141,11,5,6,0,Rajkumar,1964,
142,7,3,4,0,Sangam,1964,
143,9,4,5,0,Sharabi,1964,
144,15,6,9,0,Woh Kaun Thi?,1964,
145,2,1,1,0,Yaadein,1964,
146,21,9,12,0,Arzoo,1965,
147,20,5,15,0,Bhoot Bungla,1965,
148,14,6,8,0,Chemmeen,1965,
149,19,7,12,0,Guide,1965,
150,14,5,9,0,Gumnaam,1965,
151,16,6,10,0,Himalay Ki Godmein,1965,
152,11,6,5,0,Jab Jab Phool Khile,1965,
153,24,11,13,0,Janwar,1965,
154,21,9,12,0,Kaajal,1965,
155,12,6,6,0,Khandan,1965,
156,33,7,26,0,Shaheed,1965,
157,12,5,7,0,Shakespeare-Wallah,1965,
158,15,5,10,0,Teen Devian,1965,
159,24,6,18,0,Waqt,1965,
160,14,4,10,0,Aakhri Khat,1966,
161,23,11,12,0,Aaye Din Bahar Ke,1966,
162,29,6,23,0,Amrapali,1966,
163,19,6,13,0,Anupama,1966,
164,18,7,11,0,Baharen Phir Bhi Aayengi,1966,
165,10,5,5,0,Budtameez,1966,
166,25,12,13,0,Devar,1966,
167,30,6,24,0,Dil Diya Dard Liya,1966,
168,10,4,6,0,Do Badan,1966,
169,13,4,9,0,Love in Tokyo,1966,
170,12,4,8,0,Mamta,1966,
171,15,2,13,0,Mera Saaya,1966,
172,45,15,30,0,Phool Aur Patthar,1966,
173,9,4,5,0,Pyar Kiye Jaa,1966,
174,12,7,5,0,Saraswathi Sabatham,1966,
175,15,6,9,0,Suraj,1966,
176,27,7,20,0,Teesri Kasam,1966,
177,24,9,15,0,Teesri Manzil,1966,
178,15,4,11,0,Aamne - Saamne,1967,
179,9,2,7,0,An Evening in Paris,1967,
180,19,6,13,0,Anita,1967,
181,9,3,6,0,Around the World,1967,
182,27,11,16,0,Baharon Ke Sapne,1967,
183,19,7,12,0,Bahu Begum,1967,
184,14,4,10,0,Diwana,1967,
185,22,3,19,0,Farz,1967,
186,25,6,19,0,Hamraaz,1967,
187,32,8,24,0,Jewel Thief,1967,
188,20,5,15,0,Majhli Didi,1967,
189,16,6,10,0,Milan,1967,
190,14,5,9,0,Patthar Ke Sanam,1967,
191,24,7,17,0,Pretty Polly,1967,
192,16,7,9,0,Raaz,1967,
193,22,9,13,0,Ram Aur Shyam,1967,
194,18,7,11,0,Shagird,1967,
195,37,11,26,0,The Long Duel,1967,
196,20,7,13,0,Upkar,1967,
197,11,4,7,0,Aadmi,1968,
198,27,11,16,0,Aashirwad,1968,
199,29,8,21,0,Ankhen,1968,
200,18,3,15,0,Anokhi Raat,1968,
201,34,12,22,0,Brahmachari,1968,
202,7,4,3,0,Do Dooni Char,1968,
203,12,8,4,0,Do Kaliyaan,1968,
204,4,3,1,0,Goa Dalli CID 999,1968,
205,14,2,12,0,Haseena Maan Jayegi,1968,
206,15,6,9,0,Izzat,1968,
207,28,6,22,0,Jhuk Gaya Aasman,1968,
208,23,13,10,0,Kanyadaan,1968,
209,18,6,12,0,Mere Hamdam Mere Dost,1968,
210,28,11,17,0,Neel Kamal,1968,
211,13,4,9,0,Padosan,1968,
212,12,7,5,0,Saathi,1968,
213,30,11,19,0,Sadhu Aur Shaitaan,1968,
214,9,4,5,0,Sapnon Ka Saudagar,1968,
215,26,15,11,0,Saraswatichandra,1968,
216,16,5,11,0,Shikar,1968,
217,31,11,20,0,Sunghursh,1968,
218,22,6,16,0,Aadmi Aur Insaan,1969,
219,32,7,25,0,Aradhana,1969,
220,27,9,18,0,Aya Sawan Jhoom Ke,1969,
221,16,6,10,0,Bandhan,1969,
222,6,2,4,0,Bhuvan Shome,1969,
223,24,6,18,0,Do Raaste,1969,
224,27,9,18,0,Ek Phool Do Mali,1969,
225,24,1,23,0,Gladiatorerna,1969,
226,12,4,8,0,Ittefaq,1969,
227,25,8,17,0,Jeene Ki Raah,1969,
228,21,8,13,0,Mahal,1969,
229,24,5,19,0,Prince,1969,
230,22,8,14,0,Pyar Ka Mausam,1969,
231,23,6,17,0,Saat Hindustani,1969,
232,28,6,22,0,Satyakam,1969,
233,47,20,27,0,Talash,1969,
234,25,9,16,0,Tumse Achha Kaun Hai,1969,
235,20,7,13,0,Yakeen,1969,
236,26,8,18,0,Aan Milo Sajna,1970,
237,18,5,13,0,Abhinetri,1970,
238,21,5,16,0,Dastak,1970,
239,10,5,5,0,Geet,1970,
240,22,9,13,0,Ghar Ghar Ki Kahani,1970,
241,15,6,9,0,Gopi,1970,
242,50,27,23,0,Heer Raanjha,1970,
243,15,6,9,0,Humjoli,1970,
244,19,3,16,0,Jeevan Mrityu,1970,
245,26,6,20,0,Johny Mera Naam,1970,
246,18,4,14,0,Kab? Kyoon? Aur Kahan?,1970,
247,21,8,13,0,Kati Patang,1970,
248,13,4,9,0,Khamoshi,1970,
249,26,10,16,0,Khilona,1970,
250,25,5,20,0,Mera Naam Joker,1970,
251,28,5,23,0,Pagla Kahin Ka,1970,
252,22,4,18,0,Prem Pujari,1970,
253,21,7,14,0,Purab Aur Pachhim,1970,
254,18,6,12,0,Sachaa Jhutha,1970,
255,14,3,11,0,Safar,1970,
256,34,11,23,0,Sharafat,1970,
257,27,7,20,0,The Train,1970,
258,31,11,20,0,Tum Haseen Main Jawan,1970,
259,4,2,2,0,Uski Roti,1970,
260,18,7,11,0,Aap Aye Bahaar Ayee,1971,
261,17,6,11,0,Anand,1971,
262,12,5,7,0,Andaz,1971,
263,32,8,24,0,Anubhav,1971,
264,18,10,8,0,Buddha Mil Gaya,1971,
265,14,6,8,0,Caravan,1971,
266,37,8,29,0,Dushman,1971,
267,8,2,6,0,Fajr al islam,1971,
268,22,8,14,0,Gambler,1971,
269,37,11,26,0,Guddi,1971,
270,26,5,21,0,Haathi Mere Saathi,1971,
271,29,12,17,0,Haré Rama Haré Krishna,1971,
272,49,17,32,0,Hulchul,1971,
273,31,5,26,0,Kal Aaj Aur Kal,1971,
274,26,12,14,0,Lal Patthar,1971,
275,21,7,14,0,Mehboob Ki Mehndi,1971,
276,22,7,15,0,Mera Gaon Mera Desh,1971,
277,32,7,25,0,Mere Apne,1971,
278,14,6,8,0,Naya Zamana,1971,
279,19,7,12,0,Parwana,1971,
280,25,5,20,0,Pyar Ki Kahani,1971,
281,19,6,13,0,Reshma Aur Shera,1971,
282,32,11,21,0,Sharmeelee,1971,
283,30,9,21,0,Tere Mere Sapne,1971,
284,47,12,35,0,Amar Prem,1972,
285,21,6,15,0,Anuraag,1972,
286,14,3,11,0,Apna Desh,1972,
287,28,6,22,0,Apradh,1972,
288,13,5,8,0,Bawarchi,1972,
289,43,16,27,0,Be-Imaan,1972,
290,49,11,38,0,Bombay to Goa,1972,
291,28,6,22,0,Dastaan,1972,
292,11,4,7,0,Do Gaz Zameen Ke Neeche,1972,
293,26,6,20,0,Ek Nazar,1972,
294,18,5,13,0,Garam Masala,1972,
295,12,2,10,0,Gora Aur Kala,1972,
296,36,13,23,0,Jangal Mein Mangal,1972,
297,16,5,11,0,Jawani Diwani,1972,
298,17,6,11,0,Joroo Ka Ghulam,1972,
299,22,6,16,0,Koshish,1972,
300,33,4,29,0,Lalkar The Challenge,1972,
301,4,1,3,0,Maya Darpan,1972,
302,23,7,16,0,Mere Jeevan Saathi,1972,
303,19,5,14,0,Parichay,1972,
304,9,5,4,0,Pinjra,1972,
305,21,5,16,0,Piya Ka Ghar,1972,
306,22,7,15,0,Raaste Kaa Patthar,1972,
307,20,6,14,0,Raja Jani,1972,
308,20,6,14,0,Samadhi,1972,
309,19,6,13,0,Sanjog,1972,
310,25,7,18,0,Seeta Aur Geeta,1972,
311,24,9,15,0,Shor,1972,
312,24,10,14,0,Victoria No. 203,1972,
313,20,6,14,0,Aa Gale Lag Jaa,1973,
314,16,7,9,0,Aaj Ki Taaza Khabar,1973,
315,10,4,6,0,Abhimaan,1973,
316,14,3,11,0,Achanak,1973,
317,31,9,22,0,Anamika,1973,
318,21,6,15,0,Banarasi Babu,1973,
319,21,7,14,0,Bandhe Haath,1973,
320,19,4,15,0,Black Mail,1973,
321,24,13,11,0,Bobby,1973,
322,10,2,8,0,Chhupa Rustam,1973,
323,22,7,15,0,Daag: A Poem of Love,1973,
324,13,6,7,0,Dhund,1973,
325,7,1,6,0,Duvidha,1973,
326,10,1,9,0,Gehri Chaal,1973,
327,20,5,15,0,Hanste Zakhm,1973,
328,21,6,15,0,Heera Panna,1973,
329,12,2,10,0,Hindustan Ki Kasam,1973,
330,21,6,15,0,Jheel Ke Us Paar,1973,
331,27,10,17,0,Joshila,1973,
332,41,9,32,0,Jugnu,1973,
333,27,8,19,0,Kahani Kismat Ki,1973,
334,41,7,34,0,Loafer,1973,
335,16,9,7,0,Manchali,1973,
336,18,8,10,0,Namak Haraam,1973,
337,7,1,6,0,Padatik,1973,
338,29,10,19,0,Raja Rani,1973,
339,10,3,7,0,Saudagar,1973,
340,47,12,35,0,Yaadon Ki Baaraat,1973,
341,39,6,33,0,Zanjeer,1973,
342,7,2,5,0,27 Down,1974,
343,16,5,11,0,36 Ghante,1974,
344,20,7,13,0,Aap Ki Kasam,1974,
345,7,3,4,0,Aavishkar,1974,
346,27,7,20,0,Ajanabee,1974,
347,43,8,35,0,Amir Garib,1974,
348,24,5,19,0,Ankur,1974,
349,28,6,22,0,Benaam,1974,
350,19,4,15,0,Chor Machaye Shor,1974,
351,37,6,31,0,Dost,1974,
352,32,8,24,0,Garm Hava,1974,
353,16,2,14,0,Haath Ki Safai,1974,
354,31,11,20,0,Ishq Ishq Ishq,1974,
355,29,4,25,0,Kasauti,1974,
356,15,4,11,0,Khhotte Sikkay,1974,
357,15,7,8,0,Kora Kagaz,1974,
358,20,5,15,0,Kunwara Baap,1974,
359,29,14,15,0,Madhosh,1974,
360,34,9,25,0,Majboor,1974,
361,25,6,19,0,Manoranjan,1974,
362,36,14,22,0,Naya Din Nai Raat,1974,
363,32,14,18,0,Prem Nagar,1974,
364,8,4,4,0,Rajnigandha,1974,
365,23,3,20,0,Roti,1974,
366,35,8,27,0,Roti Kapada Aur Makaan,1974,
367,27,4,23,0,Sagina,1974,
368,18,2,16,0,Aandhi,1975,
369,27,6,21,0,Amanush,1975,
370,21,4,17,0,Chori Mera Kaam,1975,
371,19,4,15,0,Chorus,1975,
372,18,8,10,0,Chupke Chupke,1975,
373,31,5,26,0,Deewaar,1975,
374,27,8,19,0,Dharam Karam,1975,
375,41,9,32,0,Dharmatma,1975,
376,18,4,14,0,Do Jasoos,1975,
377,18,5,13,0,Faraar,1975,
378,15,7,8,0,Geet Gaata Chal,1975,
379,26,10,16,0,Jai Santoshi Maa,1975,
380,16,6,10,0,Julie,1975,
381,18,6,12,0,Khel Khel Mein,1975,
382,14,7,7,0,Khushboo,1975,
383,20,4,16,0,Mausam,1975,
384,17,9,8,0,Mili,1975,
385,23,5,18,0,Nishant,1975,
386,31,4,27,0,Pratiggya,1975,
387,16,5,11,0,Prem Kahani,1975,
388,34,6,28,0,Rafoo Chakkar,1975,
389,48,9,39,0,Sholay,1975,
390,18,6,12,0,Warrant,1975,
391,22,5,17,0,Zameer,1975,
392,20,4,16,0,Aadalat,1976,
393,32,5,27,0,Al-risâlah,1976,
394,26,9,17,0,Bairaag,1976,
395,23,7,16,0,Bajrangbali,1976,
396,16,6,10,0,Balika Badhu,1976,
397,33,13,20,0,Bullet,1976,
398,23,4,19,0,Charas,1976,
399,26,5,21,0,Chhoti Si Baat,1976,
400,8,3,5,0,Chitchor,1976,
401,30,6,24,0,Do Anjaane,1976,
402,29,5,24,0,Dus Numbri,1976,
403,34,4,30,0,Fakira,1976,
404,5,2,3,0,Ghashiram Kotwal,1976,
405,10,4,6,0,Ginny Aur Johny,1976,
406,22,5,17,0,Hera Pheri,1976,
407,8,5,3,0,Kabhie Kabhie,1976,
408,15,4,11,0,Kalicharan,1976,
409,17,4,13,0,Maa,1976,
410,14,4,10,0,Manthan,1976,
411,18,5,13,0,Mehbooba,1976,
412,25,12,13,0,Nagin,1976,
413,29,10,19,0,Wan Pipel,1976,
414,27,10,17,0,Aaina,1977,
415,10,5,5,0,Aashiq Hoon Baharon Ka,1977,
416,32,11,21,0,Agent Vinod,1977,
417,17,6,11,0,Alaap,1977,
418,29,9,20,0,Amar Akbar Anthony,1977,
419,18,5,13,0,Ananda Ashram,1977,
420,15,6,9,0,Apnapan,1977,
421,22,8,14,0,Bhumika,1977,
422,18,5,13,0,Chacha Bhatija,1977,
423,25,4,21,0,Chhailla Babu,1977,
424,55,7,48,0,Close Encounters of the Third Kind,1977,
425,19,5,14,0,Dharam Veer,1977,
426,27,8,19,0,Doosara Aadmi,1977,
427,53,17,36,0,Dream Girl,1977,
428,10,5,5,0,Gharaonda,1977,
429,39,13,26,0,Hum Kisise Kum Naheen,1977,
430,36,4,32,0,Immaan Dharam,1977,
431,23,6,17,0,Inkaar,1977,
432,34,9,25,0,Khoon Pasina,1977,
433,7,2,5,0,Kinara,1977,
434,21,3,18,0,Kitaab,1977,
435,11,3,8,0,Mrigayaa,1977,
436,16,6,10,0,Palkon Ki Chhaon Mein,1977,
437,25,10,15,0,Parvarish,1977,
438,25,4,21,0,Shatranj Ke Khilari,1977,
439,12,2,10,0,Shirdi Ke Sai Baba,1977,
440,12,5,7,0,Swami,1977,
441,25,7,18,0,Yehi Hai Zindagi,1977,
442,22,7,15,0,Ankhiyon Ke Jharokhon Se,1978,
443,18,6,12,0,Arvind Desai Ki Ajeeb Dastaan,1978,
444,25,5,20,0,Azaad,1978,
445,15,7,8,0,Besharam,1978,
446,26,5,21,0,Darwaza,1978,
447,28,4,24,0,Des Pardes,1978,
448,21,13,8,0,Dillagi,1978,
449,50,9,41,0,Don,1978,
450,17,6,11,0,Gaman,1978,
451,62,14,48,0,Ganga Ki Saugand,1978,
452,23,3,20,0,Ghar,1978,
453,11,4,7,0,Heeralal Pannalal,1978,
454,37,6,31,0,Kasme Vaade,1978,
455,19,6,13,0,Khatta Meetha,1978,
456,8,4,4,0,Kissaa Kursee Kaa,1978,
457,25,9,16,0,Main Tulsi Tere Aangan Ki,1978,
458,24,8,16,0,Muqaddar Ka Sikandar,1978,
459,24,12,12,0,Naukri,1978,
460,7,4,3,0,Pati Patni Aur Woh,1978,
461,24,12,12,0,Satyam Shivam Sundaram: Love Sublime,1978,
462,13,6,7,0,Shalimar,1978,
463,13,5,8,0,Trishul,1978,
464,29,5,24,0,Vishwanath,1978,
465,13,6,7,0,Alavuddinum Athbutha Vilakkum,1979,
466,10,4,6,0,Amar Deep,1979,
467,23,6,17,0,Anurodh,1979,
468,10,6,4,0,Baton Baton Mein,1979,
469,10,4,6,0,Do Ladke Dono Kadke,1979,
470,24,10,14,0,Gol Maal,1979,
471,21,4,17,0,Griha Pravesh,1979,
472,54,19,35,0,Jaani Dushman,1979,
473,15,7,8,0,Junoon,1979,
474,17,4,13,0,Jurmana,1979,
475,49,6,43,0,Kaala Patthar,1979,
476,21,7,14,0,Lahu Ke Do Rang,1979,
477,19,9,10,0,Lok Parlok,1979,
478,12,4,8,0,Manzil,1979,
479,17,4,13,0,Meera,1979,
480,8,1,7,0,Meri Biwi Ki Shaadi,1979,
481,27,6,21,0,Mr. Natwarlal,1979,
482,9,5,4,0,Nauker,1979,
483,22,5,17,0,Noorie,1979,
484,11,3,8,0,Rikki-Tikki-Tavi,1979,
485,19,7,12,0,Sargam,1979,
486,25,7,18,0,Suhaag,1979,
487,12,4,8,0,Surakksha,1979,
488,14,4,10,0,Thayillamal Nannilai,1979,
489,23,5,18,0,The Great Gambler,1979,
490,20,4,16,0,Aakrosh,1980,
491,11,2,9,0,Aap Ke Deewane,1980,
492,27,7,20,0,Aasha,1980,
493,21,8,13,0,Abdullah,1980,
494,20,5,15,0,Albert Pinto Ko Gussa Kyon Ata Hai,1980,
495,30,4,26,0,Alibaba Aur 40 Chor,1980,
496,16,6,10,0,Apne Paraye,1980,
497,9,4,5,0,Bhavni Bhavai,1980,
498,17,3,14,0,Bombay 405 Miles,1980,
499,29,6,23,0,Chann Pardesee,1980,
500,63,18,45,0,Dadar Kirti,1980,
501,25,3,22,0,Do Aur Do Paanch,1980,
502,37,5,32,0,Dostana,1980,
503,20,7,13,0,Gehrayee,1980,
504,15,4,11,0,Guru,1980,
505,34,11,23,0,Hum Paanch,1980,
506,15,3,12,0,Insaf Ka Tarazu,1980,
507,5,2,3,0,Johnny,1980,
508,33,8,25,0,Karz,1980,
509,14,6,8,0,Khubsoorat,1980,
510,17,6,11,0,Lootmaar,1980,
511,20,7,13,0,Man Pasand,1980,
512,30,10,20,0,Phir Wohi Raat,1980,
513,44,12,32,0,Qurbani,1980,
514,28,7,21,0,Ram Balram,1980,
515,29,13,16,0,Red Rose,1980,
516,29,7,22,0,Shaan,1980,
517,11,2,9,0,Sparsh,1980,
518,15,5,10,0,Swayamvar,1980,
519,40,12,28,0,The Burning Train,1980,
520,29,12,17,0,Thodisi Bewafaii,1980,
521,28,19,9,0,36 Chowringhee Lane,1981,
522,21,5,16,0,Aas Paas,1981,
523,22,5,17,0,Barsaat Ki Ek Raat,1981,
524,15,4,11,0,Baseraa,1981,
525,19,9,10,0,Biwi O Biwi,1981,
526,26,7,19,0,Bulundi,1981,
527,14,5,9,0,Chakra,1981,
528,21,6,15,0,Chashme Buddoor,1981,
529,9,3,6,0,Chettaniki Kallu Levu,1981,
530,30,6,24,0,Dhuan,1981,
531,11,5,6,0,Ek Duuje Ke Liye,1981,
532,19,11,8,0,Ek Hi Bhool,1981,
533,21,5,16,0,Hotel,1981,
534,23,8,15,0,Itni Si Baat,1981,
535,36,9,27,0,Kaalia,1981,
536,27,8,19,0,Kalyug,1981,
537,19,6,13,0,Katilon Ke Kaatil,1981,
538,41,9,32,0,Kranti,1981,
539,29,5,24,0,Krodhi,1981,
540,29,8,21,0,Kudrat,1981,
541,30,12,18,0,Laawaris,1981,
542,7,3,4,0,Love Story,1981,
543,20,6,14,0,Naram Garam,1981,
544,50,16,34,0,Naseeb,1981,
545,19,9,10,0,Prem Geet,1981,
546,29,4,25,0,Professor Pyarelal,1981,
547,6,4,2,0,Pyaasa Sawan,1981,
548,40,15,25,0,Rocky,1981,
549,11,2,9,0,Sazaye Maut,1981,
550,22,9,13,0,Silsila,1981,
551,10,3,7,0,Thee,1981,
552,27,8,19,0,Yaarana,1981,
553,28,8,20,0,Zamaane Ko Dikhana Hai,1981,
554,23,6,17,0,Angoor,1982,
555,13,6,7,0,Anokha Bandhan,1982,
556,15,9,6,0,Arth,1982,
557,24,6,18,0,Ashanti,1982,
558,13,8,5,0,Bazaar,1982,
559,22,8,14,0,Bemisal,1982,
560,33,6,27,0,Desh Premee,1982,
561,37,6,31,0,Dharam Kanta,1982,
562,25,9,16,0,Disco Dancer,1982,
563,15,4,11,0,Ghazab,1982,
564,21,3,18,0,Gopichand Jasoos,1982,
565,22,7,15,0,Hamari Bahu Alka,1982,
566,15,6,9,0,Jeevan Dhaara,1982,
567,8,3,5,0,Kaamchor,1982,
568,36,10,26,0,Khud-Daar,1982,
569,7,6,1,0,Nadiya Ke Paar,1982,
570,23,7,16,0,Namak Halaal,1982,
571,13,4,9,0,Namkeen,1982,
572,34,14,20,0,Prem Rog,1982,
573,17,4,13,0,Rajput,1982,
574,8,3,5,0,Ranga,1982,
575,17,8,9,0,Saath Saath,1982,
576,16,5,11,0,Samraat,1982,
577,31,11,20,0,Sanam Teri Kasam,1982,
578,23,9,14,0,Satte Pe Satta,1982,
579,20,2,18,0,Shakti,1982,
580,15,8,7,0,Shaukeen,1982,
581,28,14,14,0,Shriman Shrimati,1982,
582,26,9,17,0,Swami Dada,1982,
583,28,9,19,0,Teesri Aankh,1982,
584,18,11,7,0,Umbartha,1982,
585,21,6,15,0,Vakil Babu,1982,
586,12,6,6,0,Vazhve Mayam,1982,
587,27,3,24,0,Vidhaata,1982,
588,23,6,17,0,Vijeta,1982,
589,11,5,6,0,Yeh Vaada Raha,1982,
590,12,2,10,0,Adi Shankaracharya,1983,
591,18,5,13,0,Agar Tum Na Hote,1983,
592,12,3,9,0,Andhaa Kaanoon,1983,
593,37,7,30,0,Ardh Satya,1983,
594,12,5,7,0,Arpan,1983,
595,16,4,12,0,Avtaar,1983,
596,23,8,15,0,Bade Dil Wala,1983,
597,17,4,13,0,Betaab,1983,
598,20,6,14,0,Coolie,1983,
599,23,7,16,0,Hero,1983,
600,11,5,6,0,Himmatwala,1983,
601,21,2,19,0,Jaane Bhi Do Yaaro,1983,
602,13,4,9,0,Jaani Dost,1983,
603,11,3,8,0,Justice Chaudhury,1983,
604,14,5,9,0,Kalaakaar,1983,
605,14,9,5,0,Katha,1983,
606,22,7,15,0,Kissi Se Na Kehna,1983,
607,21,7,14,0,Mahaan,1983,
608,29,13,16,0,Mandi,1983,
609,17,8,9,0,Masoom,1983,
610,10,4,6,0,Mawaali,1983,
611,20,3,17,0,Mazdoor,1983,
612,42,12,30,0,Nastik,1983,
613,19,4,15,0,Naukar Biwi Ka,1983,
614,108,47,61,0,Octopussy,1983,
615,9,3,6,0,Paayum Puli,1983,
616,36,11,25,0,Pasand Apni Apni,1983,
617,41,9,32,0,Pukar,1983,
618,12,5,7,0,Rang Birangi,1983,
619,15,5,10,0,Sadma,1983,
620,17,3,14,0,Souten,1983,
621,26,7,19,0,Taqdeer,1983,
622,4,3,1,0,Thanga Magan,1983,
623,5,1,4,0,Thoongathey Tambi Thoongathey,1983,
624,11,5,6,0,Woh 7 Din,1983,
